timestamp;buyer;seller;symbol;currency;price;quantity
0;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12006;9
100;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;8
300;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;8
400;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;10
500;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
700;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;9
800;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;8
900;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;8
1000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;12007;7
5000;SUBMISSION;;INTARIAN_PEPPER_ROOT;SEASHELLS;11999;4
7600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
9400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
15500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;10
19800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
24400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
26800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
28000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
32800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;9
32800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
37800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
41800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
45200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;6
46500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;9
49400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;9
53800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;8
60300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;9
65500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;8
72300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;10
87800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;5
89700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;9
93000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
97900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
98700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
103700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;9
120000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;10
121500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
122600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;9
126800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
127500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;10
129900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;9
132400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
143700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;5
165500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
169400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;8
184700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
184700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
189700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;5
193300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;5
198600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;7
206300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
206700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
212700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
212700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
216900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;7
218300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
223900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
228300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;7
247800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;7
251200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
254700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;10
255600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;9
262000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;8
262200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
267900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
269300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
280000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;6
281900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
297100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
302800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
302800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;2
310300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;6
312000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
314200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;10
315600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
319100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;10
330300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
333200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
336100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
343200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;9
361600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
363200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
363200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;2
365700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;4
367100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;10
369000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;9
370500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
383600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
394700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
401400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
409200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
409500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
423900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;7
428000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;8
