timestamp;total;ASH_COATED_OSMIUM;INTARIAN_PEPPER_ROOT
0;-67.5;0.0;-67.5
100;-127.0;0.0;-127.0
200;-76.0;0.0;-76.0
300;-153.5;0.0;-153.5
400;-218.5;0.0;-218.5
500;-277.0;0.0;-277.0
600;-211.0;0.0;-211.0
700;-335.5;0.0;-335.5
800;-387.5;0.0;-387.5
900;-543.0;0.0;-543.0
1000;-485.0;0.0;-485.0
1100;-409.0;0.0;-409.0
1200;-409.0;0.0;-409.0
1300;-409.0;0.0;-409.0
1400;-409.0;0.0;-409.0
1500;-409.0;0.0;-409.0
1600;-409.0;0.0;-409.0
1700;-295.0;0.0;-295.0
1800;-295.0;0.0;-295.0
1900;-409.0;0.0;-409.0
2000;-371.0;0.0;-371.0
2100;-333.0;0.0;-333.0
2200;-333.0;0.0;-333.0
2300;-219.0;0.0;-219.0
2400;-333.0;0.0;-333.0
2500;-333.0;0.0;-333.0
2600;-333.0;0.0;-333.0
2700;-713.0;0.0;-713.0
2800;-333.0;0.0;-333.0
2900;47.0;0.0;47.0
3000;-295.0;0.0;-295.0
3100;-257.0;0.0;-257.0
3200;-257.0;0.0;-257.0
3300;-143.0;0.0;-143.0
3400;-257.0;0.0;-257.0
3500;-257.0;0.0;-257.0
3600;-236.0;21.0;-257.0
3700;-122.0;21.0;-143.0
3800;-245.0;12.0;-257.0
3900;-236.0;21.0;-257.0
4000;-199.5;19.5;-219.0
4100;-280.0;15.0;-295.0
4200;-147.0;34.0;-181.0
4300;-20.5;46.5;-67.0
4400;-256.0;39.0;-295.0
4500;-134.5;46.5;-181.0
4600;-147.0;34.0;-181.0
4700;-256.0;39.0;-295.0
4800;-299.0;34.0;-333.0
4900;-142.0;39.0;-181.0
5000;45.0;44.0;1.0
5100;40.0;39.0;1.0
5200;-40.0;39.0;-79.0
5300;-40.0;39.0;-79.0
5400;80.0;39.0;41.0
5500;-45.0;34.0;-79.0
5600;-35.0;44.0;-79.0
5700;-440.0;39.0;-479.0
5800;-445.0;34.0;-479.0
5900;-40.0;39.0;-79.0
6000;-120.0;39.0;-159.0
6100;47.5;46.5;1.0
6200;40.0;39.0;1.0
6300;40.0;39.0;1.0
6400;45.0;44.0;1.0
6500;-75.0;44.0;-119.0
6600;45.0;44.0;1.0
6700;45.0;44.0;1.0
6800;45.0;44.0;1.0
6900;50.0;49.0;1.0
7000;-37.5;41.5;-79.0
7100;125.0;44.0;81.0
7200;102.5;21.5;81.0
7300;117.5;36.5;81.0
7400;120.0;39.0;81.0
7500;240.0;39.0;201.0
7600;135.0;54.0;81.0
7700;135.0;54.0;81.0
7800;135.0;54.0;81.0
7900;15.0;54.0;-39.0
8000;15.0;54.0;-39.0
8100;15.0;54.0;-39.0
8200;95.0;54.0;41.0
8300;95.0;54.0;41.0
8400;215.0;54.0;161.0
8500;215.0;54.0;161.0
8600;215.0;54.0;161.0
8700;215.0;54.0;161.0
8800;215.0;54.0;161.0
8900;95.0;54.0;41.0
9000;255.0;54.0;201.0
9100;431.0;70.0;361.0
9200;419.0;58.0;361.0
9300;303.0;62.0;241.0
9400;249.0;8.0;241.0
9500;319.0;78.0;241.0
9600;255.0;134.0;121.0
9700;355.0;114.0;241.0
9800;395.0;154.0;241.0
9900;-5.0;154.0;-159.0
10000;491.0;210.0;281.0
10100;531.0;210.0;321.0
10200;573.0;252.0;321.0
10300;545.0;224.0;321.0
10400;623.0;182.0;441.0
10500;545.0;224.0;321.0
10600;531.0;210.0;321.0
10700;573.0;252.0;321.0
10800;531.0;210.0;321.0
10900;559.0;238.0;321.0
11000;501.0;140.0;361.0
11100;599.0;238.0;361.0
11200;611.0;210.0;401.0
11300;611.0;210.0;401.0
11400;653.0;252.0;401.0
11500;611.0;210.0;401.0
11600;611.0;210.0;401.0
11700;773.0;252.0;521.0
11800;611.0;210.0;401.0
11900;731.0;210.0;521.0
12000;651.0;210.0;441.0
12100;726.0;245.0;481.0
12200;775.5;294.5;481.0
12300;726.0;245.0;481.0
12400;792.0;311.0;481.0
12500;792.0;311.0;481.0
12600;319.0;278.0;41.0
12700;639.0;278.0;361.0
12800;655.5;294.5;361.0
12900;759.0;278.0;481.0
13000;799.0;278.0;521.0
13100;839.0;278.0;561.0
13200;872.0;311.0;561.0
13300;872.0;311.0;561.0
13400;839.0;278.0;561.0
13500;719.0;278.0;441.0
13600;839.0;278.0;561.0
13700;839.0;278.0;561.0
13800;839.0;278.0;561.0
13900;1189.5;228.5;961.0
14000;1020.0;299.0;721.0
14100;940.0;299.0;641.0
14200;910.0;269.0;641.0
14300;865.0;224.0;641.0
14400;710.0;269.0;441.0
14500;940.0;179.0;761.0
14600;1030.0;269.0;761.0
14700;700.0;179.0;521.0
14800;910.0;269.0;641.0
14900;760.0;239.0;521.0
15000;860.0;179.0;681.0
15100;1180.0;339.0;841.0
15200;1060.0;339.0;721.0
15300;1060.0;339.0;721.0
15400;1060.0;339.0;721.0
15500;1110.0;389.0;721.0
15600;1190.0;349.0;841.0
15700;1050.0;329.0;721.0
15800;1060.0;339.0;721.0
15900;1060.0;339.0;721.0
16000;1100.0;339.0;761.0
16100;1175.0;374.0;801.0
16200;1150.0;349.0;801.0
16300;1130.0;329.0;801.0
16400;1140.0;339.0;801.0
16500;1245.0;324.0;921.0
16600;1130.0;329.0;801.0
16700;1010.0;329.0;681.0
16800;1130.0;329.0;801.0
16900;1250.0;329.0;921.0
17000;1260.0;339.0;921.0
17100;1220.0;339.0;881.0
17200;1100.0;339.0;761.0
17300;1100.0;339.0;761.0
